iter	Logloss
137	0.5866276791
138	0.5858920449
139	0.5855884753
140	0.5847353885
141	0.5839566683
142	0.583263598
143	0.5824973257
144	0.5818260996
145	0.5810499492
146	0.5803796467
147	0.5798366747
148	0.5794309114
149	0.5788966932
150	0.5787249916
151	0.5784184908
152	0.5781053242
153	0.5777163054
154	0.5770747938
155	0.5766638505
156	0.5760312131
157	0.5756111547
158	0.5751777649
159	0.5746144345
160	0.5738292895
161	0.5733242236
162	0.5728593927
163	0.5720938432
164	0.5716990019
165	0.5711128235
166	0.5706524498
167	0.5698824431
168	0.5692517331
169	0.5684912832
170	0.5679426494
171	0.5673400477
172	0.5673386825
173	0.5664329127
174	0.5657983479
175	0.5650966444
176	0.5645809776
177	0.5637774819
178	0.5633312828
179	0.5629776001
180	0.5622398778
181	0.561763643
182	0.5611875032
183	0.5608371132
184	0.5604028802
185	0.5597189652
186	0.5589300858
187	0.5582427979
188	0.5576763755
189	0.5573013707
190	0.55652771
191	0.5562742936
192	0.5562212894
193	0.5557046188
194	0.55523256
195	0.5548958628
196	0.5544312728
197	0.5537824932
198	0.5532668264
199	0.5527772201
200	0.552057206
201	0.5517603824
202	0.5508587486
203	0.5502604836
204	0.549876966
205	0.5494610837
206	0.5489056236
207	0.5481113635
208	0.5473345706
209	0.5467281141
210	0.5459467838
211	0.5455992046
212	0.545056313
213	0.5444451583
214	0.543977878
215	0.5436105025
216	0.5430252477
217	0.5428209405
218	0.5424597489
219	0.5419438011
220	0.5417324267
221	0.5412685595
222	0.5408333226
223	0.5402737266
224	0.5399128563
225	0.5393194901
226	0.5391785471
227	0.5383957712
228	0.5378368177
229	0.5375424837
230	0.5368710167
231	0.5365137201
232	0.5356737639
233	0.5351344861
234	0.5345960517
235	0.5336995175
236	0.5330761157
237	0.5324254889
238	0.5319358424
239	0.5311168068
240	0.5304532503
241	0.5297258076
242	0.5292455573
243	0.5288866143
244	0.5281604968
245	0.5278050874
246	0.527267697
247	0.5268195303
248	0.5264354505
249	0.525994351
250	0.5253865292
251	0.5248887313
252	0.5242749666
253	0.5239227696
254	0.5235011452
255	0.5231592279
256	0.5227549503
257	0.5217891492
258	0.5210738734
259	0.5206398813
260	0.5200661107
261	0.5199037251
262	0.5191869635
263	0.5187518471
264	0.5184416922
265	0.5178275259
266	0.5172563252
267	0.5167194567
268	0.5162472374
269	0.5161533556
270	0.5151751067
271	0.5147100348
272	0.5142202678
273	0.5138091639
274	0.5133887843
275	0.5131707442
276	0.5127284
277	0.5121683221
278	0.5118445145
279	0.5113854659
280	0.5111037806
281	0.5108644987
282	0.5102176064
283	0.5097585979
284	0.5094807273
285	0.5092310052
286	0.5089235808
287	0.5085014745
288	0.5079885382
289	0.5071844804
290	0.5064260784
291	0.5062001279
292	0.5056034289
293	0.504919032
294	0.5046803525
295	0.504563181
296	0.5039517453
297	0.5036943536
298	0.503306178
299	0.5026638633
300	0.5024330541
301	0.5019447728
302	0.5011529621
303	0.5009405839
304	0.5001914175
305	0.499797018
306	0.4992385864
307	0.4989349365
308	0.498424771
309	0.4979894136
310	0.4973234478
311	0.4968774896
312	0.4965820313
313	0.4960782503
314	0.4953272769
315	0.4951186331
316	0.4947788439
317	0.4941073769
318	0.4937574286
319	0.4932930394
320	0.4929003264
321	0.4925230327
322	0.4920231869
323	0.4915250678
324	0.4911466498
325	0.4907039442
326	0.4902176305
327	0.4898215043
328	0.489493882
329	0.4890563965
330	0.4885810451
331	0.4880603188
332	0.4877282795
333	0.4871892829
334	0.4868533887
335	0.4865664432
336	0.4859185068
337	0.4854140031
338	0.4850771051
339	0.4846711811
340	0.4844400908
341	0.4839328164
342	0.483297087
343	0.4830334714
344	0.4827053271
345	0.4824684545
346	0.4821057771
347	0.4815603557
348	0.4810630397
349	0.4805894551
350	0.4799576609
351	0.4796499553
352	0.4792693289
353	0.4786039654
354	0.4781921387
355	0.4775576541
356	0.4768934551
357	0.4764417949
358	0.4759221127
359	0.4756285818
360	0.4750735634
361	0.47459251
362	0.4742281462
363	0.4737923472
364	0.4734142906
365	0.4730529785
366	0.4726936742
367	0.47229807
368	0.4718960009
369	0.4715369777
370	0.4710012336
371	0.470493678
372	0.4703032243
373	0.4700597663
374	0.4694886057
375	0.469162951
376	0.4685750861
377	0.4682807119
378	0.4678693269
379	0.4676735727
380	0.4671290347
381	0.4666438454
382	0.4662047135
383	0.4657901965
384	0.4653573287
385	0.464769785
386	0.4644172267
387	0.4639075028
388	0.4632547479
389	0.462570351
390	0.4622143394
391	0.4618293361
392	0.4613968297
393	0.4610866747
394	0.4609651264
395	0.4605653863
396	0.4601629157
397	0.459721495
398	0.4594579998
399	0.4590803448
400	0.4586014597
401	0.4582619516
402	0.4576893455
403	0.4573640121
404	0.4569692511
405	0.4564563149
406	0.4560268603
407	0.4554899918
408	0.4550806949
409	0.4547633924
410	0.4543867011
411	0.4541875739
412	0.4536825883
413	0.4531887255
414	0.4527589497
415	0.4522635209
416	0.4518985949
417	0.4514585395
418	0.4509780081
419	0.4505167108
420	0.4501656783
421	0.4495981718
422	0.4491339433
423	0.4486485933
424	0.4482445165
425	0.447566705
426	0.4472506874
427	0.4466957494
428	0.4464479145
429	0.4460020366
430	0.4454640439
431	0.4452215094
432	0.4444751137
433	0.4441781295
434	0.443740644
435	0.4432634856
436	0.4428754305
437	0.4423785159
438	0.4419345253
439	0.44162686
440	0.4413871765
441	0.4409681621
442	0.4407143041
443	0.4402120891
444	0.4399367483
445	0.4395090605
446	0.4390971937
447	0.4384632311
448	0.4380578292
449	0.4374946193
450	0.4370607878
451	0.4366262336
452	0.4362835533
453	0.4358254282
454	0.4355508102
455	0.4351330406
456	0.4347200896
457	0.4343741969
458	0.4341170462
459	0.4338858755
460	0.4333117836
461	0.4331316095
462	0.4325325012
463	0.4322764346
464	0.4319782458
465	0.431190571
466	0.4309655842
467	0.4307948865
468	0.4304995487
469	0.4300838671
470	0.4296542519
471	0.4292963931
472	0.4288275869
473	0.4283208747
474	0.4279047916
475	0.4272619147
476	0.4270566438
477	0.4265271639
478	0.4261712727
479	0.42585393
480	0.4254590486
481	0.4251849927
482	0.424793926
483	0.4244045458
484	0.4242263794
485	0.4237796181
486	0.4234179045
487	0.4230051141
488	0.4226841174
489	0.4222213745
490	0.4218455264
491	0.4213683279
492	0.4210609436
493	0.4207665694
494	0.4205210234
495	0.4201981795
496	0.4199189036
497	0.4198931242
498	0.4196768108
499	0.419366696
500	0.4189787212
501	0.4187072352
502	0.4184255901
503	0.4183359648
504	0.417812749
505	0.4175810964
506	0.4173881129
507	0.4170435855
508	0.4166512339
509	0.4163192749
510	0.4160340159
511	0.4154131839
512	0.4151831777
513	0.4149587129
514	0.4144684641
515	0.4141373484
516	0.4137896086
517	0.4134925441
518	0.4130159478
519	0.4127404464
520	0.4123052497
521	0.4121135912
522	0.4115934673
523	0.4113273219
524	0.4111617239
525	0.4108482762
526	0.4105930529
527	0.4103881836
528	0.4101015593
529	0.4098262988
530	0.4094622963
531	0.4092406423
532	0.4089107714
533	0.4085339195
534	0.4081157484
535	0.4077005085
536	0.4073298404
537	0.407072529
538	0.4067146301
539	0.4065220481
540	0.4062497189
541	0.4060000771
542	0.4057163841
543	0.4053609346
544	0.4049466183
545	0.4047260084
546	0.4040570711
547	0.4038321244
548	0.40367785
549	0.403427887
550	0.4030464172
551	0.4027133339
552	0.4023423044
553	0.4018794411
554	0.4014352497
555	0.4008768985
556	0.4004610162
557	0.3999384027
558	0.3995292664
559	0.3992483842
560	0.399030585
561	0.3987764459
562	0.3985117059
563	0.3982511822
564	0.3980033071
565	0.3976542021
566	0.3972906815
567	0.3970609163
568	0.3968276978
569	0.3963493347
570	0.3962062233
571	0.3958693253
572	0.3956267507
573	0.3953406886
574	0.3951887833
575	0.3949086239
576	0.3946372584
577	0.3942020215
578	0.3940280312
579	0.393908852
580	0.3936165659
581	0.3934318944
582	0.3932142559
583	0.3928959897
584	0.3925070913
585	0.3922260887
586	0.3920023065
587	0.3916113201
588	0.3911963212
589	0.3909321835
590	0.3907061125
591	0.3903897336
592	0.390153905
593	0.3899241799
594	0.3896554646
595	0.3894278677
596	0.3890547501
597	0.3885809246
598	0.3880936472
599	0.3877363506
600	0.3875499525
601	0.3872258638
602	0.3868895681
603	0.3866274783
604	0.386269459
605	0.3860321848
606	0.3857578077
607	0.385385172
608	0.3850442184
609	0.3847504465
610	0.3844838193
611	0.3841335497
612	0.3839080007
613	0.3833739431
614	0.3831494382
615	0.3826726412
616	0.3823832863
617	0.3821361743
618	0.381957526
619	0.3813599837
620	0.3811233922
621	0.3809515702
622	0.3806830155
623	0.3804030569
624	0.3801353053
625	0.3799216019
626	0.3795253553
627	0.3792276483
628	0.3789146022
629	0.3786910208
630	0.3783590618
631	0.3781631871
632	0.3777925592
633	0.3773476049
634	0.3767892938
635	0.3762741089
636	0.3760730543
637	0.3756104319
638	0.375429816
639	0.3752796775
640	0.3750888222
641	0.3748051292
642	0.3744212502
643	0.3741074411
644	0.3738316586
645	0.3736385546
646	0.3732906141
647	0.3728923998
648	0.3723759701
649	0.3719511333
650	0.371700327
651	0.3714801588
652	0.3711208143
653	0.3706716036
654	0.3704343695
655	0.3701897069
656	0.3698426899
657	0.3696929932
658	0.3692488821
659	0.368905479
660	0.3687045047
661	0.3685189498
662	0.368077248
663	0.3679446572
664	0.3675831042
665	0.3672933478
666	0.3670701278
667	0.3668115716
668	0.366546149
669	0.3661649604
670	0.3658123619
671	0.3654219376
672	0.3650764867
673	0.3647090711
674	0.3643611306
675	0.3639801427
676	0.3635079233
677	0.3633128116
678	0.3629936218
679	0.3627187628
680	0.3623931082
681	0.3619969418
682	0.3615799753
683	0.361231834
684	0.3607649552
685	0.3605293675
686	0.3602943019
687	0.3601052937
688	0.3597002531
689	0.3592688711
690	0.3589294835
691	0.3586590014
692	0.358428152
693	0.3580954301
694	0.3577980845
695	0.3575706482
696	0.3573585109
697	0.3570733321
698	0.356822044
699	0.3565132944
700	0.3563463713
701	0.3560708297
702	0.355752965
703	0.3556260761
704	0.3555076198
705	0.3552594637
706	0.3547517475
707	0.3544604653
708	0.3540109333
709	0.3536070974
710	0.3533377396
711	0.3530070255
712	0.3526888396
713	0.3524444982
714	0.3522702669
715	0.3519282692
716	0.3517288208
717	0.3514757658
718	0.3513767042
719	0.3511279056
720	0.3508671008
721	0.3507096943
722	0.3504037556
723	0.3501013103
724	0.349883712
725	0.3497233742
726	0.349442492
727	0.3492336072
728	0.3490421897
729	0.3488578395
730	0.3485043576
731	0.3482201024
732	0.3479659633
733	0.3474294964
734	0.3472128617
735	0.3469051963
736	0.3466884412
737	0.3464385986
738	0.3461571141
739	0.3459730449
740	0.3457923488
741	0.3456273129
742	0.3455255609
743	0.3454392283
744	0.3451562179
745	0.3448561819
746	0.3445779098
747	0.3442471956
748	0.3441256473
749	0.3438185039
750	0.3435846429
751	0.3434877094
752	0.3432030126
753	0.342818732
754	0.3425676848
755	0.3423631367
756	0.3422594974
757	0.3419810245
758	0.3417863545
759	0.3414752358
760	0.3413793463
761	0.3411455656
762	0.3409206993
763	0.3405758506
764	0.340357409
765	0.340002602
766	0.3397142912
767	0.3395116706
768	0.3393420571
769	0.3389776933
770	0.3387503373
771	0.3386059811
772	0.3383589895
773	0.3379749499
774	0.3378217998
775	0.3376817804
776	0.3374355918
777	0.3368989242
778	0.3367840616
779	0.3365307457
780	0.3363175844
781	0.3361478705
782	0.3359750447
783	0.335760217
784	0.3354841533
785	0.3352451124
786	0.3349861948
787	0.3348286277
788	0.3346119529
789	0.3344288475
790	0.3340376201
791	0.3337942425
792	0.3336507295
793	0.3331229762
794	0.3326718782
795	0.3325270201
796	0.3322933398
797	0.3318712736
798	0.3315944672
799	0.3312776264
800	0.3311000021
801	0.3309024208
802	0.3305697391
803	0.3302239468
804	0.3300887258
805	0.3295887997
806	0.3292926588
807	0.3290653028
808	0.3288456164
809	0.3286932092
810	0.3283802635
811	0.3282617669
812	0.3281673231
813	0.3280144942
814	0.3276933168
815	0.3275165357
816	0.3273070285
817	0.3271165547
818	0.3267134215
819	0.3265127885
820	0.3263583535
821	0.3262024528
822	0.3259460048
823	0.3257793226
824	0.3255521272
825	0.3253227234
826	0.3251600968
827	0.3247535103
828	0.3245275598
829	0.3242977745
830	0.3241241656
831	0.3239986219
832	0.3238671554
833	0.3236762398
834	0.3233941329
835	0.3231981779
836	0.3230412333
837	0.3228359222
838	0.322531409
839	0.322279378
840	0.3219599874
841	0.3214800383
842	0.321184339
843	0.3208998028
844	0.3206899944
845	0.3204910278
846	0.3202298215
847	0.3201568604
848	0.320085907
849	0.3197042365
850	0.3194123519
851	0.3191611842
852	0.3189282467
853	0.318555591
854	0.3182348954
855	0.318170427
856	0.3179760381
857	0.31782339
858	0.3177267777
859	0.3174187309
860	0.3171303799
861	0.3169623726
862	0.3168577495
863	0.3167409596
864	0.3166153356
865	0.3164121327
866	0.3162143507
867	0.3160366661
868	0.315652506
869	0.3155135305
870	0.3152450562
871	0.3150580958
872	0.3147697047
873	0.3145762393
874	0.3143481606
875	0.3142700798
876	0.3141679061
877	0.3139545641
878	0.3137520238
879	0.3135157936
880	0.3132276435
881	0.3129296755
882	0.3128500286
883	0.31268688
884	0.3124701048
885	0.3123768054
886	0.3121556533
887	0.3117873342
888	0.3114829816
889	0.311252333
890	0.3110413802
891	0.3108695582
892	0.3107519049
893	0.3104856792
894	0.3102142334
895	0.3099592912
896	0.3098146539
897	0.3096590745
898	0.3093156313
899	0.308932977
900	0.3088111877
901	0.308711584
902	0.3082310124
903	0.30806168
904	0.3078640988
905	0.307720626
906	0.3074067166
907	0.3073249415
908	0.3070645784
909	0.3070114136
910	0.3067718104
911	0.3064323626
912	0.3062391783
913	0.3060351121
914	0.3058304034
915	0.3056693629
916	0.3053234301
917	0.305073708
918	0.3049606524
919	0.3048118591
920	0.304560069
921	0.3042427465
922	0.3039271304
923	0.3038405368
924	0.303723526
925	0.3035616825
926	0.3033504085
927	0.3030846044
928	0.3028808393
929	0.3027355796
930	0.3026808488
931	0.3024783285
932	0.3024340981
933	0.3022399501
934	0.3019865939
935	0.3018520958
936	0.3016297993
937	0.3013247239
938	0.3012576455
939	0.3010489614
940	0.3008445941
941	0.3006803814
942	0.3004320245
943	0.3002701408
944	0.3001459222
945	0.2998436376
946	0.2996847655
947	0.2994598389
948	0.2992318605
949	0.2990481728
950	0.2987522527
951	0.2985258805
952	0.2982458215
953	0.2981367613
954	0.2978219685
955	0.2975998527
956	0.297466258
957	0.2972990337
958	0.2971566451
959	0.296931056
960	0.2968450847
961	0.2965860066
962	0.2964885109
963	0.2963370474
964	0.2960358268
965	0.2958906475
966	0.2957784954
967	0.2954984966
968	0.2952308253
969	0.2951132122
970	0.2949881905
971	0.2948886671
972	0.2947194551
973	0.2946309541
974	0.2945698788
975	0.2942576559
976	0.2941927659
977	0.294026164
978	0.2937652387
979	0.293730284
980	0.2936367637
981	0.2934171777
982	0.2931460732
983	0.2930073186
984	0.2928001404
985	0.2925517835
986	0.2923931323
987	0.2922358864
988	0.2921385313
989	0.2919663279
990	0.2918500398
991	0.2916958458
992	0.2914664018
993	0.2912615124
994	0.2910296189
995	0.2908800627
996	0.2906002245
997	0.2903162103
998	0.290103832
999	0.2899568457
